transaction_id,date,narration,amount,type,true_category
TXN000269,2026-03-30,UPI-MEDPLUS-medplus@paytm-179172222883-Payment from Phone,-339.53,Debit,Healthcare
TXN000270,2026-03-31,IMPS-JAIPUR VIDYUT VITRAN NIGAM-631381229314,-399.01,Debit,Bills & Utilities
TXN000271,2026-03-31,UPI/JIO RECHARGE/344596878581/jio@icici,-74.33,Debit,Bills & Utilities
TXN000272,2026-03-31,BLINKIT-blinkit@okhdfcbank-UPI-715490387415,-588.53,Debit,Groceries
TXN000273,2026-03-31,NEFT-CHAIPOINT-675046498849,-641.96,Debit,Food & Dining
TXN000274,2026-04-01,IMPS-FAMILY TRANSFER-985773553608,19995.98,Credit,Income
TXN000275,2026-04-01,NEFT-ARYACOLLEGEFEEPORTAL-433592018915,-68.81,Debit,Education
TXN000276,2026-04-02,UPI-LOCAL KIRANA STORE-kirana123@ybl-478326118365-Payment from Phone,-57.66,Debit,Groceries
TXN000277,2026-04-03,UPI/SCHOLARSHIP CREDIT/226248359410/college@sbi,18168.78,Credit,Income
TXN000278,2026-04-03,IMPS-JAIPUR VIDYUT VITRAN NIGAM-230940759160,-117.81,Debit,Bills & Utilities
TXN000279,2026-04-03,NEFT-BLINKIT-741510398489,-611.79,Debit,Groceries
TXN000280,2026-04-04,PPF DEPOSIT-ppf@sbi-UPI-554784659420,-272.97,Debit,Investment
TXN000281,2026-04-04,RAPIDO-rapido@ybl-UPI-105712564727,-681.15,Debit,Transport
TXN000282,2026-04-05,FLIPKART-flipkart@icici-UPI-453173324279,-876.39,Debit,Shopping
TXN000283,2026-04-07,UPI-PVR CINEMAS-pvr@paytm-101144743190-Payment from Phone,-241.33,Debit,Entertainment
TXN000284,2026-04-07,UPI/BLINKIT/772143379473/blinkit@okhdfcbank,-121.58,Debit,Groceries
TXN000285,2026-04-09,UPI-CHAIPOINT-chaipoint@ybl-182309739291-Payment from Phone,-369.67,Debit,Food & Dining
TXN000286,2026-04-10,UPI/GROWW MUTUAL FUND/399177514230/groww@ybl,-87.64,Debit,Investment
TXN000287,2026-04-11,UPI/ZEPTO/312170074530/zepto@ybl,-391.45,Debit,Groceries
TXN000288,2026-04-12,IMPS-JIO RECHARGE-996067712977,-404.63,Debit,Bills & Utilities
TXN000289,2026-04-13,NEFT-CHAIPOINT-318442611372,-312.37,Debit,Food & Dining
TXN000290,2026-04-14,AMAZON-amazon@apl-UPI-548547578636,-960.09,Debit,Shopping
TXN000291,2026-04-15,UPI/MUNICIPAL WATER BOARD/816712430609/waterboard@ybl,-220.03,Debit,Bills & Utilities
TXN000292,2026-04-15,UPI/UDEMY/110634650270/udemy@okhdfcbank,-633.94,Debit,Education
TXN000293,2026-04-15,UPI-JAIPUR VIDYUT VITRAN NIGAM-jvvnl@sbi-463788706578-Payment from Phone,-477.18,Debit,Bills & Utilities
TXN000294,2026-04-16,IMPS-SWIGGY-412822355203,-355.4,Debit,Food & Dining
TXN000295,2026-04-16,NEFT-RELIANCEDIGITAL-180923798955,-282.82,Debit,Shopping
TXN000296,2026-04-16,IRCTC-irctc@sbi-UPI-832535734900,-497.41,Debit,Transport
TXN000297,2026-04-16,TATA SKY-tatasky@ybl-UPI-811431943393,-769.44,Debit,Bills & Utilities
TXN000298,2026-04-16,IMPS-ZERODHA-123165955775,-244.01,Debit,Investment
TXN000299,2026-04-18,UPI-MUNICIPAL WATER BOARD-waterboard@ybl-806083793849-Payment from Phone,-552.98,Debit,Bills & Utilities
TXN000300,2026-04-18,IMPS-UDEMY-789660535361,-89.93,Debit,Education
TXN000301,2026-04-18,UPI/PPF DEPOSIT/504713475234/ppf@sbi,-531.31,Debit,Investment
TXN000302,2026-04-19,IMPS-OLA-461672073906,-102.91,Debit,Transport
TXN000303,2026-04-20,UPI-DOMINOS-dominos@okhdfcbank-503969410813-Payment from Phone,-484.59,Debit,Food & Dining
TXN000304,2026-04-20,NEFT-SWIGGY-261823834372,-365.49,Debit,Food & Dining
TXN000305,2026-04-21,IMPS-ZEPTO-696639520262,-645.04,Debit,Groceries
TXN000306,2026-04-22,IMPS-CHAIPOINT-669312839579,-139.1,Debit,Food & Dining
TXN000307,2026-04-24,NEFT-UDEMY-454364165621,-93.64,Debit,Education
TXN000308,2026-04-24,CITY HOSPITAL-cityhospital@sbi-UPI-991993591387,-139.76,Debit,Healthcare
TXN000309,2026-04-24,NEFT-MCDONALDS-957093470633,-850.66,Debit,Food & Dining
TXN000310,2026-04-24,NEFT-BIGBASKET-688805218603,-304.98,Debit,Groceries
TXN000311,2026-04-25,UPI/BLINKIT/200718461341/blinkit@okhdfcbank,-271.23,Debit,Groceries
TXN000312,2026-04-25,NEFT-IRCTC-378671110966,-516.55,Debit,Transport
TXN000313,2026-04-26,UPI/NETFLIX/992622194668/netflix@hdfcbank,-124.61,Debit,Entertainment
TXN000314,2026-04-26,UPI-UBER-uber@paytm-687395567014-Payment from Phone,-309.53,Debit,Transport
TXN000315,2026-04-27,NEFT-LOCALKIRANASTORE-375560233844,-380.17,Debit,Groceries
TXN000316,2026-04-28,UPI/AIRTEL POSTPAID/460515853304/airtel@paytm,-406.9,Debit,Bills & Utilities
TXN000317,2026-04-28,NEFT-ARYACOLLEGEFEEPORTAL-269771143537,-439.15,Debit,Education
TXN000318,2026-04-28,IMPS-FLIPKART-337956181743,-495.51,Debit,Shopping
TXN000319,2026-04-30,NEFT-PRACTO-070448642644,-746.99,Debit,Healthcare
TXN000320,2026-04-30,FLIPKART-flipkart@icici-UPI-826821031056,-188.67,Debit,Shopping
TXN000321,2026-04-30,APOLLO PHARMACY-apollo@ybl-UPI-191266559730,-963.27,Debit,Healthcare
TXN000322,2026-04-30,NEFT-ZEPTO-878041834220,-350.76,Debit,Groceries
TXN000323,2026-05-01,IMPS-GROWW MUTUAL FUND-767748256964,-187.94,Debit,Investment
TXN000324,2026-05-01,OLA-ola@okicici-UPI-822114772640,-281.56,Debit,Transport
TXN000325,2026-05-02,UPI/ZOMATO/620357133598/zomato@paytm,-186.82,Debit,Food & Dining
TXN000326,2026-05-03,FAMILY TRANSFER-father@ybl-UPI-764685374782,24161.63,Credit,Income
TXN000327,2026-05-03,IMPS-AMAZON-267839209685,-146.73,Debit,Shopping
TXN000328,2026-05-03,UPI-SWIGGY-swiggy@ybl-877304424923-Payment from Phone,-309.05,Debit,Food & Dining
TXN000329,2026-05-05,UPI/LANDLORD RAJESH KUMAR/045197571889/rajeshk@ybl,-7331.32,Debit,Rent & Housing
TXN000330,2026-05-05,BIGBASKET-bigbasket@ybl-UPI-475096504056,-158.96,Debit,Groceries
TXN000331,2026-05-05,UPI-DOMINOS-dominos@okhdfcbank-622257621195-Payment from Phone,-328.84,Debit,Food & Dining
TXN000332,2026-05-05,UPI-DMART-dmart@paytm-529851385009-Payment from Phone,-280.29,Debit,Groceries
TXN000333,2026-05-06,IMPS-CHAIPOINT-378664331780,-180.04,Debit,Food & Dining
TXN000334,2026-05-06,IMPS-AMAZON-894467422869,-388.69,Debit,Shopping
TXN000335,2026-05-06,UPI-DOMINOS-dominos@okhdfcbank-784043417611-Payment from Phone,-170.07,Debit,Food & Dining
TXN000336,2026-05-07,JIO RECHARGE-jio@icici-UPI-544659338574,-968.78,Debit,Bills & Utilities
TXN000337,2026-05-08,NEFT-PVRCINEMAS-360215787642,-742.07,Debit,Entertainment
TXN000338,2026-05-08,NEFT-BIGBASKET-778153043456,-411.1,Debit,Groceries
TXN000339,2026-05-09,DMART-dmart@paytm-UPI-276997995658,-368.3,Debit,Groceries
TXN000340,2026-05-09,IMPS-MCDONALDS-905912045674,-192.66,Debit,Food & Dining
TXN000341,2026-05-09,IMPS-FLIPKART-413981961007,-221.02,Debit,Shopping
TXN000342,2026-05-10,UPI/ZERODHA/064476415543/zerodha@icici,-487.96,Debit,Investment
TXN000343,2026-05-10,UPI-UBER-uber@paytm-582545395714-Payment from Phone,-666.39,Debit,Transport
TXN000344,2026-05-11,JIO RECHARGE-jio@icici-UPI-408047906730,-126.83,Debit,Bills & Utilities
TXN000345,2026-05-12,NEFT-CITYHOSPITAL-339216537265,-14887.58,Debit,Healthcare
TXN000346,2026-05-14,NEFT-PPFDEPOSIT-620582128011,-471.16,Debit,Investment
TXN000347,2026-05-15,IMPS-JIO RECHARGE-827478301914,-83.75,Debit,Bills & Utilities
TXN000348,2026-05-15,NEFT-BOOKMYSHOW-671580280444,-1067.0,Debit,Entertainment
TXN000349,2026-05-15,IMPS-ZEPTO-418094696096,-78.04,Debit,Groceries
TXN000350,2026-05-16,UPI/JIO RECHARGE/320637775136/jio@icici,-205.61,Debit,Bills & Utilities
TXN000351,2026-05-17,UPI/SWIGGY/800142210096/swiggy@ybl,-450.07,Debit,Food & Dining
TXN000352,2026-05-17,UPI-APOLLO PHARMACY-apollo@ybl-718168598624-Payment from Phone,-384.74,Debit,Healthcare
TXN000353,2026-05-18,UPI/MEDPLUS/766727203928/medplus@paytm,-314.1,Debit,Healthcare
TXN000354,2026-05-19,OLA-ola@okicici-UPI-614172697105,-683.36,Debit,Transport
TXN000355,2026-05-19,IMPS-NETFLIX-816962795594,-123.62,Debit,Entertainment
TXN000356,2026-05-20,UPI-JAIPUR VIDYUT VITRAN NIGAM-jvvnl@sbi-509845936469-Payment from Phone,-400.46,Debit,Bills & Utilities
TXN000357,2026-05-20,UPI-RAPIDO-rapido@ybl-047610316863-Payment from Phone,-223.91,Debit,Transport
TXN000358,2026-05-21,UPI-OLA-ola@okicici-117540535849-Payment from Phone,-407.94,Debit,Transport
TXN000359,2026-05-23,IMPS-TATA SKY-186468159016,-263.7,Debit,Bills & Utilities
TXN000360,2026-05-24,NEFT-FLIPKART-711037415814,-707.7,Debit,Shopping
TXN000361,2026-05-24,BLINKIT-blinkit@okhdfcbank-UPI-489639518775,-251.29,Debit,Groceries
TXN000362,2026-05-25,NEFT-AJIO-608345199689,-311.43,Debit,Shopping
TXN000363,2026-05-25,UPI-SWIGGY-swiggy@ybl-752674112421-Payment from Phone,-303.67,Debit,Food & Dining
TXN000364,2026-05-25,UPI-ZEPTO-zepto@ybl-131251763180-Payment from Phone,-1107.62,Debit,Groceries
TXN000365,2026-05-28,IMPS-BLINKIT-118941903226,-202.93,Debit,Groceries
TXN000366,2026-05-28,UPI-SWIGGY-swiggy@ybl-917418753163-Payment from Phone,-322.16,Debit,Food & Dining
TXN000367,2026-05-29,CHAIPOINT-chaipoint@ybl-UPI-832448194317,-353.56,Debit,Food & Dining
TXN000368,2026-05-30,UPI/BLINKIT/052144722179/blinkit@okhdfcbank,-437.93,Debit,Groceries
TXN000369,2026-05-30,NEFT-RELIANCEDIGITAL-808495827723,-658.23,Debit,Shopping
TXN000370,2026-05-31,IMPS-PRACTO-984097543860,-137.42,Debit,Healthcare
TXN000371,2026-05-31,NEFT-LOCALKIRANASTORE-764232906145,-644.83,Debit,Groceries
TXN000372,2026-06-01,UPI-NETFLIX-netflix@hdfcbank-180319011112-Payment from Phone,-657.21,Debit,Entertainment
TXN000373,2026-06-01,JAIPUR VIDYUT VITRAN NIGAM-jvvnl@sbi-UPI-571356778777,-369.2,Debit,Bills & Utilities
TXN000374,2026-06-01,DMART-dmart@paytm-UPI-540345845884,-636.37,Debit,Groceries
TXN000375,2026-06-01,NEFT-FREELANCEPAYMENT-473468083042,23741.99,Credit,Income
TXN000376,2026-06-01,UPI/FLIPKART/708709681363/flipkart@icici,-283.49,Debit,Shopping
TXN000377,2026-06-02,FLIPKART-flipkart@icici-UPI-447010885356,-689.02,Debit,Shopping
TXN000378,2026-06-02,IMPS-INDIAN OIL PETROL PUMP-843171249703,-619.44,Debit,Transport
TXN000379,2026-06-03,NEFT-MCDONALDS-298661203121,-265.09,Debit,Food & Dining
TXN000380,2026-06-03,NEFT-JIORECHARGE-914951097991,-634.97,Debit,Bills & Utilities
TXN000381,2026-06-03,IMPS-GROWW MUTUAL FUND-628979677931,-472.89,Debit,Investment
TXN000382,2026-06-04,UPI-MCDONALDS-mcd@okicici-106233615771-Payment from Phone,-281.55,Debit,Food & Dining
TXN000383,2026-06-04,IMPS-AJIO-699346506374,-323.63,Debit,Shopping
TXN000384,2026-06-05,BOOKMYSHOW-bms@ybl-UPI-182483547271,-254.85,Debit,Entertainment
TXN000385,2026-06-05,NEFT-PGACCOMMODATION-452874417874,-6924.26,Debit,Rent & Housing
TXN000386,2026-06-05,NEFT-FLIPKART-248909704945,-84.5,Debit,Shopping
TXN000387,2026-06-07,DOMINOS-dominos@okhdfcbank-UPI-595710758863,-99.09,Debit,Food & Dining
TXN000388,2026-06-07,ZERODHA-zerodha@icici-UPI-370251463036,-250.67,Debit,Investment
TXN000389,2026-06-07,IMPS-RAPIDO-446212907558,-610.86,Debit,Transport
TXN000390,2026-06-08,NEFT-FLIPKART-053439112186,-77.08,Debit,Shopping
TXN000391,2026-06-08,NEFT-BOOKSTORE-784911036149,-533.17,Debit,Education
TXN000392,2026-06-08,UPI-SPOTIFY-spotify@okaxis-137116632947-Payment from Phone,-390.2,Debit,Entertainment
TXN000393,2026-06-10,NEFT-NETFLIX-106549030016,-73.5,Debit,Entertainment
TXN000394,2026-06-10,NEFT-PRACTO-601725387650,-297.72,Debit,Healthcare
TXN000395,2026-06-11,UPI-FLIPKART-flipkart@icici-917079984616-Payment from Phone,-827.51,Debit,Shopping
TXN000396,2026-06-11,UPI-DOMINOS-dominos@okhdfcbank-945473454327-Payment from Phone,-537.89,Debit,Food & Dining
TXN000397,2026-06-14,IMPS-MYNTRA-682494888930,-986.24,Debit,Shopping
TXN000398,2026-06-15,IMPS-INDIAN OIL PETROL PUMP-601451990935,-374.68,Debit,Transport
TXN000399,2026-06-16,NEFT-DOMINOS-429078401633,-353.53,Debit,Food & Dining
TXN000400,2026-06-16,IMPS-SWIGGY-654424558507,-258.74,Debit,Food & Dining
TXN000401,2026-06-16,IMPS-BYJUS-275276446442,-443.58,Debit,Education
TXN000402,2026-06-17,UPI-CHAIPOINT-chaipoint@ybl-334058374174-Payment from Phone,-423.22,Debit,Food & Dining
TXN000403,2026-06-17,AJIO-ajio@paytm-UPI-665485349639,-529.27,Debit,Shopping
TXN000404,2026-06-17,UPI/MCDONALDS/083708303336/mcd@okicici,-184.83,Debit,Food & Dining
TXN000405,2026-06-18,NEFT-BIGBASKET-903303485926,-164.74,Debit,Groceries
TXN000406,2026-06-18,IMPS-DOMINOS-335816357363,-1145.56,Debit,Food & Dining
TXN000407,2026-06-19,UPI-AMAZON-amazon@apl-852094270803-Payment from Phone,-704.03,Debit,Shopping
TXN000408,2026-06-19,NEFT-RELIANCEDIGITAL-427638452464,-877.46,Debit,Shopping
TXN000409,2026-06-20,UPI-MCDONALDS-mcd@okicici-852974956745-Payment from Phone,-169.32,Debit,Food & Dining
TXN000410,2026-06-20,UPI/MYNTRA/427784896822/myntra@ybl,-884.84,Debit,Shopping
TXN000411,2026-06-21,UPI-AIRTEL POSTPAID-airtel@paytm-607708320986-Payment from Phone,-212.21,Debit,Bills & Utilities
TXN000412,2026-06-21,AJIO-ajio@paytm-UPI-210734949220,-395.98,Debit,Shopping
TXN000413,2026-06-24,NEFT-LOCALKIRANASTORE-795899282183,-130.02,Debit,Groceries
TXN000414,2026-06-26,UPI/TATA SKY/212248056154/tatasky@ybl,-183.21,Debit,Bills & Utilities
TXN000415,2026-06-27,NEFT-UDEMY-378096869672,-403.65,Debit,Education
